City,Cloudiness,Country_code,Date,Humidity,Latitude,Longitude,Max_temp,Wind_speed
Lokosovo,48,RU,1547326236,87,61.13,74.84,252.085,5.45
Nouadhibou,0,MR,1547326236,63,20.93,-17.03,291.56,3.05
Izumo,40,JP,1547323200,80,35.37,132.75,274.15,2.6
Beian,75,NO,1547322600,100,63.66,9.57,274.15,3.1
Yerbogachen,12,RU,1547326236,47,61.28,108.01,246.185,1.2
Siuna,56,NI,1547326237,87,13.73,-84.78,297.535,1.3
Pemberton,0,AU,1547326237,88,-34.44,116.03,288.61,5.25
Wasilla,1,US,1547323080,82,61.58,-149.44,258.75,1.5
Munster,75,DE,1547324400,87,52.99,10.09,279.15,6.2
Charlestown,40,US,1547325300,47,41.38,-71.64,273.15,2.6
Broome,75,GB,1547324760,93,52.47,1.45,282.15,6.2
Torbay,90,CA,1547323200,100,47.66,-52.73,273.15,7.2
Segou,8,SN,1547326238,29,12.41,-12.29,297.71,3.45
Oriximina,48,BR,1547326239,71,-1.77,-55.87,302.435,1.45
Maraba,20,BR,1547323200,66,-5.35,-49.1,304.15,2.1
Lively,90,US,1547324100,67,33.6,-99.18,278.85,7.7
Ust-Kuyga,56,RU,1547326239,59,70,135.55,236.785,1.2
Snezhnogorsk,40,RU,1547325000,92,69.19,33.23,266.15,1
Prudentopolis,44,BR,1547326240,76,-25.21,-50.98,298.61,1.1
Kununurra,64,AU,1547325000,94,-15.77,128.74,298.15,1.5
Pokhara,0,NP,1547326240,65,28.21,83.99,274.41,1.5
Pori,0,FI,1547324400,92,61.49,21.79,266.15,1
Amuntai,92,ID,1547326240,98,-2.42,115.25,296.81,1.05
Grootfontein,0,NA,1547326241,16,-19.56,18.1,297.71,6.3
Carutapera,24,BR,1547326241,89,-1.2,-46.02,299.41,3
Sinnamary,20,GF,1547326125,93,5.38,-52.96,299.56,4.55
Ust-Omchug,68,RU,1547326241,38,61.13,149.63,240.385,1.15
Surt,92,LY,1547326241,100,31.21,16.59,284.485,10.45
Mnogovershinnyy,0,RU,1547326242,58,53.94,139.92,251.835,2.4
Bilibino,20,RU,1547326073,42,68.06,166.44,239.96,1
San Miguel,20,AR,1547323200,51,-34.54,-58.72,301.15,2.1
Chodavaram,0,IN,1547326243,95,17.44,81.78,289.96,1.3
Erdenet,0,MN,1547326243,41,49.03,104.04,246.485,1.15
Emerald,0,AU,1547323200,83,-23.53,148.16,295.15,1.5
Leh,56,IN,1547326244,59,34.16,77.58,250.21,0.55
Shelton,40,US,1547326080,100,47.22,-123.1,284.25,1.25
Parker,1,US,1547325300,68,39.52,-104.76,277.05,4.1
Vagay,88,RU,1547326244,81,57.94,69.02,258.785,6.35
Aswan,12,EG,1547326223,92,24.09,32.9,283.56,1.15
Myitkyina,0,MM,1547326245,88,25.38,97.4,283.81,1.05
Saint Marys,1,US,1547324100,46,41.43,-78.56,272.05,2.1
Takoradi,20,GH,1547326245,100,4.89,-1.75,301.36,2.9
Lata,92,IN,1547326246,100,30.78,78.62,273.535,0.7
Gimli,76,CA,1547326056,95,50.63,-96.99,265.41,3.15
Birao,0,CF,1547326246,38,10.3,22.78,294.985,4.1
Quelimane,68,MZ,1547326040,92,-17.88,36.89,298.535,2.95
Port Hardy,90,CA,1547323200,76,50.7,-127.42,282.15,8.7
Sveti Nikole,75,MK,1547325000,73,41.86,21.94,269.15,0.5
Moth,0,IN,1547326247,86,25.73,78.95,283.41,1.3
Saint-Joseph,0,FR,1547325000,80,43.56,6.97,281.15,2.1
Owando,12,CG,1547326184,92,-0.49,15.91,296.485,0.85
Rzhev,80,RU,1547326247,92,56.26,34.33,268.81,3.85
Sidi Ali,0,DZ,1547326247,88,36.1,0.42,273.96,1.15
Mwinilunga,64,ZM,1547326248,98,-11.73,24.43,290.835,2
Aksarka,64,RU,1547326248,77,66.56,67.8,258.06,7.95
Pogar,76,RU,1547326248,84,52.55,33.26,267.41,5.2
Anaconda,1,US,1547322780,76,46.13,-112.94,265.95,1.3
Lam Luk Ka,32,TH,1547325000,83,13.93,100.75,300.15,2.05
Gorontalo,24,ID,1547326249,97,0.54,123.06,296.11,0.9
Bhigvan,0,IN,1547326249,80,18.32,74.77,286.285,0.5
Bubaque,12,GW,1547326249,97,11.28,-15.83,299.835,4.35
Chaman,0,AF,1547326249,73,30.92,66.46,264.485,1.2
Grenada,90,US,1547324700,89,33.77,-89.81,285.35,4.1
Ketchikan,90,US,1547322960,95,55.34,-131.65,278.75,3.6
Nabire,24,ID,1547326250,99,-3.36,135.5,293.485,0.85
Graaff-Reinet,0,ZA,1547326250,45,-32.25,24.53,293.285,2.3
Port-Cartier,75,CA,1547323200,62,50.03,-66.88,268.15,4.6
Harer,1,US,1547324100,92,42.19,-111.17,267.15,1.5
Ishigaki,100,JP,1547326251,100,24.34,124.16,293.71,8.6
San Carlos de Bariloche,40,AR,1547323200,54,-41.13,-71.31,288.15,10.8
Rome,0,IT,1547324400,51,41.89,12.48,277.15,2.6
Scarborough,92,GB,1547322600,87,54.28,-0.41,284.15,5.7
Sioux Lookout,75,CA,1547323260,72,50.1,-91.92,264.15,2.1
Killybegs,75,IE,1547323200,93,54.63,-8.45,283.15,10.8
Port Hedland,56,AU,1547325000,94,-20.31,118.58,300.15,3.6
Terra Roxa,90,BR,1547323200,83,-20.79,-48.33,295.15,2.6
Camacha,40,PT,1547323200,72,33.08,-16.33,290.15,6.7
Bijie,92,CN,1547326252,95,27.3,105.3,275.485,1.5
Acajutla,0,SV,1547322600,35,13.59,-89.83,304.15,5.1
Kandrian,0,PG,1547326253,99,-6.21,149.55,297.56,1.2
Lom Sak,24,TH,1547326253,92,16.78,101.24,288.935,0.95
Sikasso,8,ML,1547326253,31,11.32,-5.68,296.06,3.75
Belem de Sao Francisco,0,BR,1547326254,29,-8.75,-38.97,304.91,3.65
Kerman,0,IR,1547323200,63,30.29,57.06,273.15,2.1
Buin,20,CL,1547323200,34,-33.73,-70.74,300.15,5.1
Viedma,76,AR,1547326137,30,-40.81,-62.99,299.785,3.55
Kostomuksha,68,RU,1547326254,76,64.59,30.6,270.81,3.95
Port Blair,80,IN,1547326255,98,11.67,92.75,301.56,5.2
Bay Roberts,90,CA,1547323200,79,47.58,-53.28,273.15,5.1
Tura,0,IN,1547326088,78,25.52,90.21,283.21,1.75
Mindelo,0,PT,1547323200,87,41.31,-8.72,279.15,2.1
Paamiut,92,GL,1547326255,90,61.99,-49.67,274.335,9.9
Halifax,75,CA,1547323200,66,44.65,-63.58,263.15,9.3
La Rinconada,88,PE,1547326256,100,-14.63,-69.45,279.31,1.6
Palmer,1,US,1547323080,86,61.6,-149.11,258.75,2.05
Myre,24,SE,1547324400,92,62.25,17.37,267.15,1.5
Jacareacanga,36,BR,1547326258,51,-6.22,-57.76,305.06,1.5
Zhigansk,44,RU,1547326028,63,66.77,123.37,243.535,4
Aden,24,YE,1547326174,100,12.79,45.03,297.86,5.9
Helena,1,US,1547322780,74,46.59,-112.04,270.95,1.5
Novyy Buyan,90,RU,1547325000,94,53.69,50.04,273.15,8
Ostrow Mazowiecka,88,PL,1547326259,93,52.8,21.9,272.96,4.35
Husavik,76,CA,1547326259,95,50.56,-96.99,265.41,3.15
Castelo Branco,0,PT,1547326259,84,39.82,-7.5,275.185,2.9
Mantua,20,IT,1547324400,92,45.16,10.79,273.15,2.1
Uray,76,RU,1547326260,74,60.13,64.8,259.86,5.05
Ugoofaaru,32,MV,1547326260,100,5.67,73,300.535,3.1
Queenstown,80,NZ,1547326150,64,-45.03,168.66,283.96,1.25
Kieta,56,PG,1547326260,100,-6.22,155.63,299.185,1.9
Zhicheng,0,CN,1547326261,84,35.04,112.59,266.985,2.65
Pangody,68,RU,1547326261,79,65.85,74.49,252.985,9.1
La Primavera,0,AR,1547323200,37,-32.92,-68.67,303.15,4.1
Marsh Harbour,36,BS,1547326262,100,26.54,-77.06,297.035,7.5
Vorobyevka,80,RU,1547326262,87,50.65,40.92,262.66,4.65
Sao Jose de Piranhas,88,BR,1547326262,35,-7.12,-38.5,303.935,1.3
Eusebio Ayala,40,PY,1547323200,52,-25.38,-56.96,306.15,4.1
Fairmont,90,US,1547325300,86,40.64,-97.59,271.05,6.2
Tabas,0,IR,1547323200,47,33.6,56.92,275.15,2.1
Chernyshevskiy,56,RU,1547326263,56,63.01,112.47,248.785,2.05
Sayat,0,TM,1547323200,80,38.78,63.88,277.15,8.2
Porto Alegre,90,BR,1547324820,83,-30.03,-51.23,298.15,5.7
Trairi,80,BR,1547326264,100,-3.28,-39.27,301.035,2.65
Craig,1,US,1547325300,90,40.52,-107.55,271.45,1.45
Eyl,64,SO,1547326264,98,7.98,49.82,296.11,7.95
Coahuayana,0,MX,1547326008,41,18.62,-100.35,300.535,1.4
Soure,0,PT,1547323200,87,40.06,-8.63,281.15,1.5
Biak,56,ID,1547326265,100,-0.91,122.88,298.16,0.8
Macusani,92,PE,1547326266,100,-14.07,-70.43,284.41,1.15
Singaraja,36,ID,1547326266,100,-8.11,115.08,295.46,0.3
Aloleng,0,PH,1547326266,100,16.13,119.78,296.285,3
Ballater,75,GB,1547324400,76,57.05,-3.04,284.15,6.2
Hobyo,56,SO,1547326267,84,5.35,48.53,297.36,7.55
Manitouwadge,20,CA,1547323200,55,49.12,-85.84,261.15,3.1
Zaysan,36,KZ,1547326267,70,47.47,84.87,258.085,1.2
Cortez,90,US,1547322780,75,37.35,-108.58,273.75,2.6
Mayor Pablo Lagerenza,64,PY,1547326268,76,-19.93,-60.77,302.66,3.3
Mgandu,92,TZ,1547326268,95,-5.96,34.11,290.785,2.5
Rantepao,88,ID,1547326268,100,-2.97,119.9,292.71,1.05
Asosa,0,ET,1547326269,48,10.07,34.53,287.16,1.15
Cairns,24,AU,1547325000,83,-16.92,145.77,297.15,4.1
Mezhdurechensk,48,RU,1547326269,79,53.69,88.07,254.41,1.05
Pital,36,CO,1547326269,87,2.27,-75.81,293.285,1.1
Do Gonbadan,0,IR,1547323200,93,30.36,50.8,280.15,0.7
Casper,1,US,1547322780,72,42.87,-106.31,273.15,6.2
Coquimbo,0,CL,1547323200,56,-29.95,-71.34,294.15,5.7
Shalakusha,44,RU,1547326270,88,62.23,40.26,268.285,3.4
Perth,90,GB,1547324400,87,56.4,-3.43,284.15,8.2
San Jose,12,PH,1547326001,91,15.79,120.99,290.435,0.8
Dingle,56,PH,1547326271,94,11,122.67,296.81,5.45
Ilhabela,44,BR,1547326271,100,-23.78,-45.36,299.61,4.1
Vestmanna,92,FO,1547324400,100,62.16,-7.17,279.15,0.5
Robertsport,24,LR,1547326271,100,6.75,-11.37,301.785,4.3
